State Name,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll %,Rejected Votes (Postal),Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes
Madhya Pradesh,ST,6,6081889,6013936,195,11973447,4,7358,4375551,4211557,106,23343,8499920,0,73.0,3989,426,122266,8312777,40
Maharashtra,Total,49,48445454,44503895,5762,91947600,5083,117888,30486811,25912626,1460,236598,57136471,17,62.0,29707,40232,412840,57134709,4131
Goa,Total,2,568139,612747,12,1175550,83,297,426611,461965,9,11277,901720,0,78.0,885,0,11317,908835,22
Sikkim,Total,1,238821,230954,3,458993,0,2532,187987,187943,2,18315,380998,0,84.0,2562,995,2531,376207,16
Nagaland,GEN,1,668880,666867,0,1351393,0,7800,379653,387781,0,6090,773359,0,57.0,2438,3406,1659,757627,6
Punjab,GEN,9,8029597,7255011,574,15174567,1301,77447,5116143,4505692,199,47188,9751202,8,63.0,8221,2424,43138,9580764,31
Madhya Pradesh,GEN,19,19273957,17869584,846,36834276,88,49219,13141905,11258130,386,85469,24730180,0,66.0,16288,7356,371966,23731235,102
Jharkhand,Total,14,12994918,12642685,425,25983231,127,45504,8366474,8743071,162,181741,17296367,0,66.0,11796,25889,196660,17330421,10
Ladakh,Total,1,98780,91133,0,188736,0,5825,64969,66682,0,3015,138197,0,72.0,139,0,906,134879,0
Tripura,Total,2,1430028,1448102,70,2867926,0,10821,1190856,1126281,40,33737,2361015,0,81.0,3858,763,32380,2320996,2
Andaman & Nicobar Islands,GEN,1,163531,151665,4,310813,0,597,106740,96484,2,593,199487,0,63.0,84,0,1835,204454,0
Himachal Pradesh,SC,1,707516,643955,12,1371696,11,8145,495679,450420,8,12036,986736,0,71.0,849,482,6017,967543,8
Jharkhand,ST,5,3789423,3759648,57,7433837,7,14504,2584621,2690879,18,57635,5247949,0,72.0,3806,9906,81367,5256384,3
Uttarakhand,SC,1,715725,667304,5,1343551,4,29644,310241,353543,2,22533,677523,0,49.0,6029,496,17228,648546,1
Uttarakhand,SC,1,708678,660338,5,1380606,4,28642,309515,346295,2,21690,675292,0,49.0,6105,482,16881,651640,1
Karnataka,SC,5,4710422,4701768,898,9453067,26,4551,3378186,3335109,202,28260,6828223,0,72.0,3825,1111,33498,6638907,25
Manipur,ST,1,526451,527088,35,1070697,0,12301,383029,400775,10,6012,808737,0,77.0,578,2388,7246,777932,0
Uttar Pradesh,GEN,63,63797584,56861196,5366,120144336,803,247100,37115330,33019520,734,215406,69803721,0,57.0,28808,38671,474153,69308668,1093
NCT OF Delhi,GEN,6,6931791,5888411,967,12594094,614,11060,4100955,3451100,275,21558,7447213,0,59.0,1756,638,35717,7439073,111
Manipur,GEN,1,478516,520273,211,1018229,0,9442,371428,421520,106,11123,807366,0,79.0,4316,4863,3854,801296,12
Odisha,ST,5,3801006,3877266,689,7829311,37,9403,2923157,3050474,206,37136,5976416,0,78.0,7154,18751,141242,5867747,535
Telangana,ST,2,1530432,1607242,189,3124952,104,3729,1121209,1178832,84,25555,2381758,0,74.0,1361,2095,18281,2353955,7
Assam,ST,2,1195311,1192322,26,2442278,0,10955,957513,978883,6,19320,1937923,0,80.0,2681,14872,30053,1896558,6
Chhattisgarh,ST,4,3353541,3485289,152,6906833,3,10492,2525585,2658552,71,16471,5111391,0,77.0,2778,2235,98071,5105347,47
Chhattisgarh,Total,11,10151730,10464429,734,20313676,15,20567,7590435,7523277,219,43399,14927140,0,74.0,6087,16196,134458,15185516,209
Jammu and Kashmir,Total,5,4486592,4347581,169,8848794,0,75187,2672130,2455393,51,50087,5122730,0,58.0,8047,3521,34470,5020117,13
Punjab,SC,4,3320338,2988056,202,6523916,307,28201,2049493,1857799,82,16315,3957148,5,60.0,1261,0,23843,3934569,9
Uttar Pradesh,GEN,63,63956965,57226513,5372,123564964,789,243835,36667291,32910970,715,216974,68111699,0,56.0,28718,39797,474742,68005662,1083
Mizoram,Total,1,425274,449681,0,872529,0,5020,242046,243889,0,4555,488173,0,56.0,194,299,1908,480843,0
Gujarat,Total,25,25081886,23300294,1448,47802108,873,27641,15884696,13223782,441,312811,28590655,2,60.0,30280,15220,457607,28619605,114
Rajasthan,GEN,18,19967716,18506811,446,38443083,206,116267,12736061,11216763,238,286268,24704475,0,63.0,33867,2934,194260,23683607,538
Madhya Pradesh,SC,4,3924372,3633042,165,7518490,13,18636,2697195,2211969,79,16961,4932966,0,66.0,2544,1198,39725,4959280,21
Uttar Pradesh,SC,17,17295461,15103821,1213,32617275,64,55234,9642030,8691545,135,59314,18330809,0,56.0,9592,7899,158220,18613086,3
Kerala,SC,2,1288310,1417962,21,2728928,2591,10021,911199,985579,8,31134,1870110,9,71.0,4555,0,21981,1890756,21
Gujarat,Total,25,24524846,23037275,1442,48797325,896,27508,15550840,13408657,453,312188,29324119,2,60.0,30780,15201,460235,28183102,114
Lakshadweep,ST,1,29412,28688,0,58624,0,168,23918,23908,0,629,49334,0,86.0,46,0,134,48970,1
Madhya Pradesh,GEN,19,19330650,17837878,842,36759337,90,48455,13229897,11323874,391,85167,24246997,0,66.0,16550,7477,374342,23896977,100
Punjab,Total,13,11186601,10212002,783,21861284,1596,103557,7219249,6329929,283,63961,13567414,13,63.0,9606,2397,65970,13715895,40
Puducherry,Total,1,471826,550800,152,1015259,368,322,374777,435769,104,3694,815749,20,79.0,259,3283,9575,806948,5
Meghalaya,ST,2,1107878,1124017,3,2207691,5,3957,815358,871904,3,9164,1721064,0,76.0,1229,1812,16602,1678500,18
Haryana,GEN,8,8653256,7646015,348,16563790,603,102617,5607388,4763525,59,58737,10244745,33,63.0,11321,5339,32691,10325989,80
Madhya Pradesh,Total,29,29542253,27298868,1223,57253639,106,75135,19894493,17759587,562,125845,37693953,0,67.0,23453,9127,528938,37082256,159
Telangana,GEN,12,12448223,12644886,1999,24948238,3084,8726,7901871,8105927,610,151335,15857747,3,66.0,5798,9044,66954,15766626,54
Manipur,ST,1,522271,526087,35,1039182,0,12210,388117,413635,10,6010,808346,0,75.0,583,2466,7167,775264,0
Jammu and Kashmir,GEN,5,4532717,4201577,165,8649295,0,76861,2720140,2442681,52,49988,5127675,0,59.0,8266,3607,35161,5189951,13
Grand Total,Grand Total,532,492911964,476754963,48657,992094139,118663,1944199,331803383,315762629,13151,4286135,634691796,2901,65.0,528064,512415,6343413,640801877,9560
Karnataka,ST,2,1899926,1962680,557,3950191,35,774,1333270,1312520,114,8407,2722043,0,70.0,1107,4221,17731,2661854,1
Sikkim,GEN,1,234201,236121,3,474489,0,2552,182289,182778,2,19000,393660,0,82.0,2583,1024,2527,378023,16
Maharashtra,GEN,39,39274993,35944096,5056,75426321,4777,99789,24842015,21386675,1237,201276,46169487,17,60.0,24767,33011,334983,45291384,3678
Nagaland,Total,1,659732,667775,0,1313570,0,7908,380212,383736,0,6066,751432,0,57.0,2347,3349,1675,772103,6
Manipur,GEN,1,487693,515167,213,1003332,0,9492,377803,428028,106,11505,802116,0,79.0,4302,4817,3818,783909,12
NCT OF Delhi,Total,7,8268632,6884535,1221,14927388,658,12909,4898755,4127644,347,26308,8831714,0,60.0,2089,3379,44891,8981090,129
Kerala,SC,2,1289673,1396531,21,2654469,2510,9867,897799,961892,8,30808,1856584,9,70.0,4591,0,21686,1878685,21
Gujarat,ST,4,3913796,3742504,78,7614294,43,2437,2623022,2442353,25,43335,5110307,0,68.0,3676,4926,110170,5046206,9
Ladakh,Total,1,97276,90599,0,188129,0,5772,65118,67794,0,3016,133501,0,71.0,136,0,909,132891,0
West Bengal,GEN,30,27293926,26267806,1290,53573825,212,75265,20893204,20774689,413,197251,41984703,0,78.0,28875,18172,350746,41097588,174
Chhattisgarh,SC,1,1026212,1036854,28,2098126,0,2206,694461,686808,16,5922,1401960,0,67.0,868,1826,5055,1359556,23
Bihar,SC,6,5982194,5445090,282,11462509,29,22080,3201474,3119447,24,28391,6430155,0,55.0,4696,475,170461,6214938,0
Kerala,SC,2,1289764,1387347,21,2706275,2553,10053,885562,948830,8,30756,1862037,9,70.0,4539,0,22179,1883576,21
Uttar Pradesh,SC,17,17487463,15240441,1236,32727782,64,54818,9840950,8728546,133,58479,18591552,0,57.0,9831,7810,155691,18566937,3
Jharkhand,ST,5,3773578,3856406,57,7551274,7,14140,2583271,2741227,18,56853,5274848,0,72.0,3844,10010,80648,5159863,3
Ladakh,GEN,1,96992,90746,0,187903,0,5876,66803,66980,0,3003,136747,0,72.0,136,0,907,132863,0
West Bengal,SC,10,9601155,9159799,398,18420393,9,31326,7683412,7593010,135,74788,15616607,0,84.0,13135,7120,137757,15117544,50
Odisha,SC,3,2636271,2472544,385,5043873,24,8785,1903200,1893524,71,24284,3800985,0,74.0,2630,8916,17354,3738128,24
Rajasthan,Total,25,28426374,25525292,622,54098585,286,140143,16966833,15525744,335,371547,32925221,0,61.0,43319,3537,279492,33084869,677
Telangana,ST,2,1547013,1633263,191,3219279,101,3730,1154952,1175527,82,25763,2353002,0,73.0,1381,2080,18585,2333818,7
Jharkhand,ST,5,3684119,3845022,56,7515598,7,14532,2559931,2670408,18,57771,5426898,0,72.0,3823,9701,81070,5236938,3
Assam,ST,2,1202868,1192616,26,2359799,0,11007,966073,974451,6,18777,1949128,0,81.0,2636,15185,29598,1877998,6
Uttar Pradesh,SC,17,17650694,15331441,1224,32175196,63,55874,9724641,8746465,136,58019,18499580,0,57.0,9604,8050,157139,18539325,3
Punjab,Total,13,11484320,10239709,787,21217555,1629,105769,7005109,6343938,278,65100,13721969,13,63.0,9449,2422,68417,13723089,39
Andaman & Nicobar Islands,Total,1,167081,153311,4,313127,0,585,104567,98265,2,593,201528,0,64.0,83,0,1789,200664,0
Sikkim,GEN,1,237247,232016,3,461793,0,2503,185870,182054,2,18677,380790,0,84.0,2562,993,2566,384272,16
Bihar,SC,6,5943561,5506594,275,11464374,29,22108,3204210,3158205,24,28514,6377505,0,56.0,4828,467,172623,6154595,0
Telangana,GEN,12,12553057,12432318,2034,24525996,3039,8647,8030149,7867142,611,153744,16335522,3,65.0,5896,8959,67868,16088313,53
Rajasthan,ST,3,3260345,3075929,45,6286062,74,4731,2151896,2030969,17,38468,4179177,0,66.0,2660,0,49865,4105820,87
Mizoram,Total,1,423561,437353,0,874333,0,4864,245528,245651,0,4630,490885,0,58.0,192,293,1856,498353,0
Andhra Pradesh,ST,1,766146,810397,112,1572091,23,2512,556764,571813,0,23090,1182066,0,74.0,1345,0,50949,1126533,2
Meghalaya,ST,2,1121642,1131812,3,2224679,5,3902,833969,889455,3,9449,1692057,0,78.0,1266,1820,16761,1702622,18
Odisha,Total,21,16983318,16900490,3514,34207178,200,50587,12439283,12536671,801,152257,25655260,0,76.0,23229,64032,329646,24665015,676
Chhattisgarh,Total,11,10227975,10485908,737,20573252,15,20548,7634417,7594588,219,43264,14844009,0,74.0,6091,16097,136269,14677453,212
Goa,GEN,2,572346,602318,12,1167480,83,298,427966,456907,9,11196,908809,0,76.0,906,0,11208,907886,22
Haryana,SC,2,2065380,1838759,121,3913013,145,10620,1466073,1219192,27,7947,2682889,3,69.0,3122,0,10387,2667337,38
Lakshadweep,ST,1,29479,28576,0,57301,0,171,24189,24753,0,614,49358,0,86.0,47,0,135,49032,1
Nagaland,GEN,1,657108,671987,0,1318077,0,7941,378238,375488,0,5997,756771,0,59.0,2423,3388,1634,753923,6
Maharashtra,GEN,38,39599910,35694184,5063,75955668,4816,97803,24669970,21220201,1250,200336,46655911,17,60.0,24129,33995,329245,44889426,3763
Chhattisgarh,GEN,6,5952363,5940497,551,11941187,12,7516,4316661,4181223,133,21301,8478207,0,72.0,2365,12426,32421,8292225,141
Odisha,ST,5,3719191,3988075,701,7652904,38,9470,2964857,3009813,206,36449,5919498,0,77.0,6976,18262,140825,5783485,532
Jammu and Kashmir,GEN,5,4559218,4326009,163,8952795,0,75589,2666630,2445991,53,51745,5115145,0,59.0,8139,3485,34670,5217915,13
Maharashtra,GEN,39,39496600,36088530,4956,75576958,4719,96466,25081633,21125517,1252,200703,47018261,17,62.0,24096,34031,331809,46615417,3680
Arunachal Pradesh,Total,2,435858,455830,5,909985,0,5689,336173,358579,2,36997,725592,0,82.0,3916,1164,7117,725008,310
NCT OF Delhi,GEN,6,6783193,5900188,960,12735625,612,10973,3983186,3408894,286,21988,7541092,0,59.0,1770,646,35807,7295022,112
Andhra Pradesh,GEN,20,16104113,16963745,2951,32790545,6816,56669,13110458,13517752,1353,415696,27397964,197,83.0,32696,73482,294486,26392863,168
West Bengal,ST,2,1793074,1769246,82,3600633,1,7853,1422471,1441603,27,16037,2893650,0,83.0,1970,1773,37124,2856372,35
Manipur,Total,2,1004386,1034940,252,2052191,0,21686,777398,826877,116,17376,1576874,0,80.0,4835,7214,11119,1592507,12
Andaman & Nicobar Islands,Total,1,164445,150669,4,309840,0,597,104848,95019,2,594,201718,0,63.0,82,0,1784,200896,0
Madhya Pradesh,Total,29,28713449,27758757,1231,56822489,108,76295,20265498,17706132,562,126352,38437036,0,68.0,23297,8933,542753,36687629,164
Odisha,GEN,13,10522922,10054770,2356,21338454,138,32973,7598777,7526113,513,89898,15510509,0,73.0,14108,36071,164841,15274308,129
West Bengal,ST,2,1812174,1806707,81,3525161,1,7988,1471491,1482622,27,15642,2896051,0,83.0,2026,1767,36631,2870556,34
Gujarat,ST,4,3863776,3755173,78,7595935,43,2412,2676060,2401204,25,43525,5131703,0,67.0,3688,4940,110001,4977042,9
Maharashtra,GEN,39,38960464,36987981,4988,77131730,4732,96408,24767031,21530624,1232,205181,45227549,17,61.0,24481,33421,328198,45632402,3718
Chhattisgarh,ST,4,3285344,3480647,155,6687245,3,10565,2553975,2609622,71,16173,5251686,0,75.0,2799,2238,100324,5062354,47
Kerala,GEN,18,12123703,12931450,340,25346645,85555,47041,8425748,9264658,145,226244,18180663,2684,72.0,29386,18677,135538,17927248,569
Bihar,GEN,35,34298437,31787827,1973,66617904,59,150288,18540941,18957721,118,131087,37317680,0,56.0,18338,8711,733139,36345693,1
Jammu and Kashmir,GEN,5,4488894,4210477,163,8646587,0,76432,2753406,2362164,52,51318,5068277,0,59.0,8243,3574,34960,5075369,13
Kerala,GEN,18,12094623,13192095,347,25315875,85817,47261,8544876,9513143,142,223574,18082694,2624,71.0,29720,18763,136875,17871138,553
Manipur,ST,1,511574,528754,35,1059089,0,12369,386425,398973,10,5951,786614,0,76.0,574,2419,7190,780819,0
Tamil Nadu,GEN,32,24711620,26002184,7044,52080193,3062,62515,17275950,17775867,2276,261882,35590433,0,71.0,37606,25102,374341,35868782,255
Meghalaya,ST,2,1099356,1107743,3,2222968,5,3953,822790,888115,3,9389,1735093,0,76.0,1226,1820,16783,1689262,18
Lakshadweep,ST,1,29798,28128,0,57756,0,171,24077,24240,0,620,48749,0,85.0,48,0,133,50026,1
Telangana,SC,3,2526274,2610197,537,5218612,324,3579,1762837,1782077,139,40015,3519530,0,69.0,1646,3493,18626,3515699,9
Odisha,Total,21,17410990,16757140,3411,34226873,195,49707,12486588,12802367,801,152460,25230523,0,75.0,23650,63815,330765,24891398,668
Himachal Pradesh,SC,1,693040,653484,12,1362075,11,8329,499001,456976,8,12083,989583,0,71.0,849,488,5946,971022,8
Kerala,GEN,18,12137634,13197530,348,25425690,89013,47286,8583518,9369693,144,222758,17978441,2626,73.0,29855,18539,136189,18252054,566
Himachal Pradesh,SC,1,707100,658932,12,1356772,11,8189,501232,459731,8,12051,967872,0,71.0,865,492,5876,974134,8
Rajasthan,ST,3,3272418,3136678,45,6299817,73,4728,2109660,2061844,17,38271,4188209,0,67.0,2658,0,48989,4195467,91
Jammu and Kashmir,Total,5,4514191,4198229,165,8948437,0,75950,2718849,2424950,53,51049,5171434,0,58.0,8000,3525,35157,5208790,13
Mizoram,ST,1,420536,440590,0,847466,0,4989,237906,243198,0,4695,489160,0,58.0,193,302,1889,489038,0
Andaman & Nicobar Islands,GEN,1,161605,149377,4,321761,0,605,106169,94837,2,607,201435,0,65.0,83,0,1825,202863,0
Jammu and Kashmir,GEN,5,4490782,4329040,165,8764858,0,75853,2687838,2365438,53,51011,5155891,0,58.0,8207,3572,34960,5147402,13
Maharashtra,ST,4,3901855,3665801,282,7719865,234,7407,2727948,2460777,68,16756,5208691,0,69.0,1914,2702,61584,5104242,183
Dadra & Nagar Haveli and Daman & Diu,ST,1,146203,133460,0,282445,0,11,105704,100770,0,372,204673,0,72.0,37,0,5168,197070,0
Nagaland,GEN,1,651757,648639,0,1341409,0,7692,378137,387070,0,6023,771492,0,59.0,2354,3323,1620,765537,6
Grand Total,Grand Total,550,511307226,475835619,48135,967949007,121125,1925491,333249110,318025463,12966,4299451,654206886,2913,67.0,537884,514001,6465365,649537978,9594
Uttar Pradesh,SC,17,17206752,15320760,1251,33265190,63,54515,9892497,8838706,133,59228,18560175,0,58.0,9848,7906,157245,18212886,3
Gujarat,ST,4,3908693,3805373,78,7542184,43,2435,2621973,2431088,25,43379,5068206,0,68.0,3631,4903,107309,5064871,9
Assam,SC,1,697428,689160,24,1368528,0,4921,544816,536462,6,8210,1071010,0,78.0,1538,0,12946,1079477,0
West Bengal,GEN,29,27800390,26293160,1322,53486496,205,75480,21169003,20919997,411,203676,42898664,0,77.0,28834,17681,354651,41744492,178
Maharashtra,SC,5,4868786,4611788,471,9645371,98,12649,3205494,2741618,139,20072,5886431,0,61.0,3499,3197,22347,5913867,221
Madhya Pradesh,GEN,19,19555667,18393478,853,37649984,88,48646,13206675,11060465,385,82934,24892331,0,65.0,16377,7332,366463,24229103,101
Bihar,SC,6,5915125,5407410,281,11688330,29,22344,3131104,3143953,24,27993,6347045,0,56.0,4758,474,173700,6156266,0
West Bengal,Total,42,38098337,36669075,1766,77046243,217,113142,29824466,29878685,575,293751,60570242,0,78.0,44505,26560,517642,59045274,255
Dadra & Nagar Haveli and Daman & Diu,GEN,1,67741,66580,0,135356,64,12,44165,46864,0,171,92924,0,70.0,38,0,980,92692,3
Punjab,SC,4,3334893,3092775,200,6489401,313,28746,2064308,1873287,84,16689,3989467,5,60.0,1240,0,23825,3960184,9
Nagaland,GEN,1,673259,666209,0,1313787,0,7952,379996,389951,0,5940,765867,0,57.0,2411,3384,1646,763082,6
Maharashtra,ST,4,3850074,3765263,280,7561308,229,7489,2780576,2422095,68,16579,5248919,0,68.0,1868,2691,61704,5065587,183
Chhattisgarh,Total,11,10319092,10463957,720,20665452,15,20455,7649496,7453502,217,42745,15162082,0,74.0,5948,16052,134334,15010386,209
Sikkim,GEN,1,237973,228551,3,465946,0,2503,185416,187148,2,18301,390021,0,83.0,2609,988,2503,375342,16
Rajasthan,SC,4,4450116,3799895,134,8270271,14,19565,2515882,2120842,79,57088,4721245,0,56.0,7278,612,39237,4654677,56
Madhya Pradesh,SC,4,3968528,3537197,168,7503632,13,18671,2713835,2224766,80,16994,4908368,0,65.0,2511,1178,39516,4872804,21
Odisha,ST,5,3849358,3907209,681,7851099,37,9286,2960697,3038739,202,36322,5914647,0,78.0,7030,18325,141446,5804992,527
Karnataka,ST,2,1951861,1965156,561,3860335,35,760,1353064,1305455,113,8432,2696625,0,68.0,1117,4207,18002,2716161,1
Chhattisgarh,SC,1,1015649,1039646,27,2072782,0,2241,703131,694502,16,5999,1415678,0,69.0,852,1823,5080,1402381,23
Maharashtra,Total,48,48707923,44245806,5762,94895893,5008,119408,31107047,26688044,1439,237620,56689487,17,61.0,29765,39456,419323,57301614,4080
Uttarakhand,SC,1,710674,666775,5,1356137,4,29637,302752,345166,2,21776,682942,0,50.0,5917,493,16960,654632,1
Jammu and Kashmir,Total,5,4454175,4193791,164,8815845,0,76840,2742714,2424317,52,51916,5237776,0,58.0,8161,3575,34821,5062302,13
Dadra & Nagar Haveli and Daman & Diu,Total,2,216570,202594,0,423549,64,23,149137,149004,0,527,303008,0,71.0,74,0,6175,291565,3
Tamil Nadu,SC,7,5384601,5686504,1411,10975284,317,7717,3894972,4114091,439,53295,8075008,0,71.0,8316,24415,93709,7925376,79
Himachal Pradesh,Total,4,2946530,2808543,35,5810326,34,67634,2002202,2057988,27,79830,4014051,0,71.0,9654,1637,23285,4000221,33
Uttarakhand,Total,5,4408700,4065841,300,8448368,49,91940,2441979,2323065,88,92564,4784791,0,57.0,20583,6669,52482,4761512,24
Andhra Pradesh,GEN,20,16451322,16788251,2918,33522322,6761,55693,13252042,13418449,1339,417479,27412666,195,80.0,32971,73322,293077,27045037,171
Himachal Pradesh,SC,1,712733,662948,12,1361025,11,8305,492101,464704,8,11916,955957,0,71.0,873,479,5814,954198,8
Chandigarh,Total,1,335661,314810,36,664127,44,750,234120,216632,27,847,454964,1,68.0,107,0,2889,440123,9
Chandigarh,Total,1,337052,312671,35,665994,43,752,233526,215810,27,850,441078,1,68.0,107,0,2876,443725,9
Telangana,GEN,12,12382109,12395375,2013,24904740,3037,8581,8111617,8018805,607,153268,15904658,3,64.0,5929,8860,66413,15945503,54
NCT OF Delhi,GEN,6,6727821,5866201,957,12562966,615,10987,4084034,3376762,278,22310,7334890,0,58.0,1743,630,36254,7502809,110
Tripura,Total,2,1452781,1415089,69,2876752,0,10459,1188978,1162925,39,33313,2344385,0,83.0,3895,748,32339,2350014,2
Goa,Total,2,564753,608192,12,1196880,84,298,432840,469632,9,11305,898853,0,78.0,899,0,11028,898760,22
Jharkhand,GEN,8,8443772,7693969,360,15902131,122,25995,5214500,5271684,143,106063,10520477,0,66.0,6670,15755,89341,10529067,7
Andhra Pradesh,GEN,20,16731001,17183957,2912,33657538,6893,55147,13162546,13474644,1340,414559,27442607,192,81.0,33172,74620,293154,26529619,169
Meghalaya,Total,2,1099168,1108895,3,2199971,5,3931,820997,888617,3,9304,1681885,0,78.0,1243,1841,16810,1690448,18
NCT OF Delhi,GEN,6,6845659,5811093,984,12676429,624,10852,4070259,3458359,285,21612,7340494,0,59.0,1750,635,35979,7354987,111
Lakshadweep,ST,1,28950,28529,0,57242,0,167,24044,24649,0,621,49859,0,85.0,46,0,132,49035,1
Chhattisgarh,GEN,6,5869108,6051839,544,11791932,12,7581,4220903,4203256,133,20878,8353964,0,72.0,2425,12214,31845,8401542,143
Jharkhand,GEN,8,8338674,7787387,359,16052660,123,25449,5155999,5326165,139,106272,10454088,0,65.0,6550,15315,91919,10380460,7
Chandigarh,Total,1,348486,316879,35,665187,43,745,231392,210702,27,850,446755,1,69.0,106,0,2957,444451,9
Uttarakhand,SC,1,703649,646025,5,1360691,4,29173,299754,354400,2,22542,662654,0,50.0,6057,484,17285,638754,1
West Bengal,GEN,30,27802986,26823230,1324,53431471,209,76093,21506998,21304828,405,202109,41565649,0,79.0,28983,18256,354908,42364205,176
Grand Total,Grand Total,545,511143999,474971053,49021,970843965,118964,1918574,323758937,316043691,12988,4221864,659112513,3009,67.0,526844,518467,6420205,641686326,9814
Meghalaya,Total,2,1105659,1145875,3,2244386,5,3922,811126,894811,3,9257,1683856,0,78.0,1252,1805,16948,1679420,18
Odisha,GEN,13,10612756,10244300,2396,20967941,137,32112,7639158,7498393,519,90500,15694931,0,72.0,13663,37105,163435,15009213,133
Chhattisgarh,GEN,6,5865607,5871473,549,11706941,12,7577,4295442,4136752,132,21257,8547191,0,73.0,2421,12120,32252,8346839,144
Chhattisgarh,ST,4,3303258,3419114,154,6826765,3,10267,2525238,2570999,72,16365,5097487,0,77.0,2776,2186,98096,5075145,47
Maharashtra,SC,5,5017814,4658536,466,9764013,96,12622,3172306,2678810,140,20195,6028883,0,62.0,3571,3171,21925,5899451,226
Jammu and Kashmir,Total,5,4573375,4334320,165,8871416,0,77140,2745984,2406138,52,50273,5138580,0,58.0,8150,3585,34857,5188063,13
Meghalaya,ST,2,1125145,1140597,3,2242183,5,3880,804101,892275,3,9157,1708331,0,76.0,1232,1830,16652,1694958,18
Telangana,SC,3,2525203,2628685,547,5186633,333,3587,1808357,1742272,139,40808,3534096,0,70.0,1667,3536,18522,3517662,9
Chhattisgarh,Total,11,10346908,10622490,724,21027709,15,20014,7553129,7559261,216,43325,15111978,0,73.0,5949,16034,133484,14683982,208
Meghalaya,ST,2,1088202,1147707,3,2217399,5,3895,804374,905026,3,9197,1731906,0,78.0,1271,1793,16697,1671043,18
Rajasthan,GEN,18,20047867,18610943,441,39630558,202,115671,12402112,11206855,234,284229,24602739,0,62.0,34213,3013,188418,24463595,544
Kerala,Total,20,13502171,14121245,368,27662582,90156,58013,9331018,10355389,151,254650,20231864,2707,72.0,33528,18504,156984,20080360,572
Punjab,SC,4,3409048,3005174,199,6463938,314,29224,2070293,1862087,82,16060,3918741,5,62.0,1242,0,23688,3856332,9
Bihar,GEN,34,33957750,30987393,1910,66219386,61,145111,18447352,18802297,115,131477,37526647,0,56.0,17980,8580,738503,36578038,1
Ladakh,Total,1,99263,90639,0,186925,0,5834,66322,66472,0,3070,133977,0,72.0,136,0,912,134815,0
Punjab,GEN,9,7877963,7128554,578,14962953,1328,77768,5035710,4469205,201,47509,9724531,8,64.0,8170,2428,42948,9450648,31
Rajasthan,Total,25,27758054,25793944,621,54255811,291,139442,17142388,15707549,328,377128,33355677,0,63.0,42916,3628,276233,33523907,681
Manipur,Total,2,1005382,1044564,248,2028109,0,21906,767136,819109,116,17437,1600924,0,79.0,4859,7338,11083,1609974,12
Odisha,GEN,13,10695451,10392738,2352,20766024,136,31911,7671922,7681985,520,87907,15491973,0,74.0,13687,36476,164329,15171821,130
Uttar Pradesh,GEN,64,63738534,57658767,5305,121416361,802,244824,35959455,32039375,724,214130,70504954,0,57.0,29212,39272,478309,68990384,1097
Nagaland,Total,1,661180,650039,0,1326509,0,7847,385152,384287,0,6035,779127,0,58.0,2370,3360,1622,751117,6
Uttar Pradesh,Total,80,83597657,72330357,6693,154001111,842,298708,46748302,41860853,838,280192,88624604,0,56.0,39213,46825,639673,85540463,1100
Goa,Total,2,564725,613361,12,1161982,84,294,433188,467439,9,11206,890523,0,77.0,895,0,11272,907358,22
Maharashtra,Total,48,48502492,44869322,5662,94585027,5174,119528,30179698,26274551,1448,239789,57104802,17,62.0,30180,39378,409439,55898095,4083
Madhya Pradesh,SC,4,3901501,3640379,171,7501659,13,18601,2647220,2192045,81,17235,5001712,0,66.0,2592,1176,39270,4852969,21
Telangana,SC,3,2525528,2571849,530,5241439,336,3490,1746331,1797897,137,40369,3585463,0,69.0,1642,3450,18348,3567629,9
Odisha,SC,3,2640850,2458584,386,4990804,24,8608,1868509,1883159,72,24725,3814434,0,75.0,2694,8848,16820,3773401,24
Maharashtra,SC,5,4847824,4555654,481,9739910,97,12239,3175313,2766646,138,20047,5956813,0,61.0,3510,3185,22442,5958208,223
Chhattisgarh,GEN,6,5854162,5955392,549,12019632,12,7650,4308098,4267898,129,20946,8567467,0,72.0,2420,12179,31691,8530558,142
Jharkhand,SC,1,1182592,1079764,1,2238600,0,5027,683615,698650,1,18110,1378996,0,61.0,1301,0,23986,1358809,0
Goa,GEN,2,569926,607231,12,1191065,83,304,437728,465639,9,10981,896819,0,76.0,892,0,10963,910830,22
Odisha,Total,21,16916225,16680645,3408,33886537,199,50264,12721534,12718320,794,149737,25140490,0,76.0,23379,64628,331182,24697392,668
Mizoram,Total,1,415385,445201,0,849980,0,4944,237386,250368,0,4623,501496,0,56.0,191,298,1862,495366,0
Goa,Total,2,570330,596030,12,1181588,84,303,426094,469865,9,11088,917514,0,75.0,882,0,11211,910681,22
Andhra Pradesh,Total,25,20639318,21211630,3476,40696258,8000,67028,16555144,16816170,1482,506914,33988827,197,81.0,39965,91527,404454,32858953,243
Tamil Nadu,GEN,33,25318745,25603048,7033,51821201,3078,62953,17702089,18066735,2290,254291,35256061,0,70.0,37633,24887,378923,35272709,256
