State Name,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll %,Rejected Votes (Postal),Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes
Karnataka,ST,2,1952125,1946244,572,3927831,34,758,1332629,1306515,114,8290,2660843,0,69.0,1119,4180,17447,2639533,1
Haryana,GEN,8,8521350,7526740,349,16225659,607,99086,5612121,4729047,59,58562,10228103,34,63.0,11580,5510,32926,10231427,80
Ladakh,GEN,1,99213,92308,0,188756,0,5701,66756,66655,0,3048,137172,0,73.0,136,0,912,137279,0
Goa,GEN,2,579350,603178,12,1191087,84,299,433472,460301,9,11246,926237,0,77.0,874,0,11338,888287,22
Chhattisgarh,ST,4,3387462,3447757,156,6918560,3,10563,2573514,2656393,73,16540,5167729,0,76.0,2814,2200,100100,5077214,48
Nagaland,Total,1,674923,673300,0,1334722,0,7925,372901,388664,0,6048,754109,0,57.0,2387,3357,1677,770067,6
Jharkhand,GEN,8,8293744,7831954,364,15797595,120,25367,5218972,5247158,141,104527,10603059,0,66.0,6600,15780,90730,10557956,7
Puducherry,Total,1,488430,535130,150,1042588,374,327,374982,436074,107,3679,827532,20,78.0,253,3179,9572,789057,5
Uttar Pradesh,GEN,63,64504165,57502955,5379,123560555,802,241767,36575477,32679326,715,215383,70663246,0,57.0,29257,38802,490116,67984490,1125
Uttarakhand,Total,5,4358257,4102087,298,8428190,48,91987,2462083,2369959,86,92580,4861091,0,58.0,20633,6628,53542,4810669,24
Odisha,SC,3,2604307,2399591,390,4956517,24,8548,1850468,1842608,72,24738,3816279,0,75.0,2675,8797,16943,3746083,24
Chandigarh,GEN,1,341149,315135,35,647527,43,739,235830,213087,26,846,453718,1,69.0,109,0,2904,450419,9
NCT OF Delhi,Total,7,8349949,6851927,1235,15046381,647,12459,4795619,4131061,341,27237,8900432,0,59.0,2064,3475,44652,8754873,126
Uttar Pradesh,Total,79,82744104,73393471,6511,153246547,846,302675,46570642,41446204,866,269775,89541765,0,56.0,38021,46939,641894,86782647,1097
Uttarakhand,Total,5,4407495,4028245,294,8270975,49,91360,2463438,2352630,86,94280,4831359,0,58.0,21254,6658,52628,4772504,24
Jharkhand,ST,5,3788751,3747897,57,7501029,7,14257,2566459,2695401,18,56839,5408954,0,70.0,3773,9856,80969,5312436,3
West Bengal,ST,2,1787172,1784882,81,3558378,1,7931,1424813,1440643,27,16108,2947530,0,81.0,1990,1764,36481,2820499,34
Puducherry,Total,1,471756,544789,153,1030364,363,322,372004,431008,105,3701,823118,20,81.0,254,3183,9946,806326,5
Dadra & Nagar Haveli and Daman & Diu,Total,2,217204,199231,0,410335,64,23,148831,147643,0,527,299962,0,71.0,75,0,6015,294518,3
West Bengal,GEN,29,27249824,26668621,1301,54347288,207,75337,21259367,21375374,403,196836,42601418,0,79.0,29361,17962,345889,41375042,175
Grand Total,Grand Total,535,494814689,483326425,47881,978071056,118827,1952142,330828053,310491323,13140,4269370,653466157,3014,66.0,545756,531690,6347251,628180491,9815
Odisha,GEN,13,10672442,10373742,2349,21387262,136,32303,7755963,7603922,516,88527,15642164,0,74.0,14005,36790,167612,15393834,131
Tripura,GEN,1,751984,743290,56,1452760,0,5819,604376,593014,35,20192,1200778,0,83.0,2925,0,14649,1194971,0
Nagaland,GEN,1,662838,653172,0,1350410,0,7862,377478,389559,0,6123,779539,0,58.0,2410,3391,1633,755832,6
Uttarakhand,SC,1,719774,647155,5,1349771,4,29315,310376,342848,2,22104,684154,0,49.0,5950,492,16872,645147,1
Sikkim,GEN,1,234701,231174,3,469931,0,2470,187606,188092,2,18935,394828,0,83.0,2654,1026,2492,382689,16
Haryana,SC,2,2072845,1829715,120,3924873,146,10575,1442154,1242089,27,7866,2734115,3,68.0,3074,0,10639,2657194,38
West Bengal,ST,2,1799466,1784465,82,3557184,1,7954,1452030,1476979,27,16009,2955809,0,81.0,1996,1760,37415,2897704,34
Gujarat,Total,25,25067504,23011392,1475,48937672,871,27265,15879925,12948633,445,303026,29639043,2,60.0,30875,14887,461576,28958354,114
Telangana,ST,2,1541689,1642054,196,3187386,102,3720,1150446,1200630,83,25066,2313220,0,74.0,1357,2065,18498,2284003,7
Nagaland,Total,1,675317,666822,0,1311347,0,7697,374005,384592,0,6031,771504,0,59.0,2352,3432,1664,756877,6
Meghalaya,ST,2,1110196,1112534,3,2197772,5,3810,809999,887127,3,9484,1710416,0,76.0,1266,1826,17170,1685319,18
Telangana,GEN,12,12585506,12367331,2032,25158320,3051,8667,7927284,7796955,606,152210,16157319,3,64.0,5777,8799,67628,15920134,53
Tripura,ST,1,709316,696288,13,1374490,0,4716,565140,558765,4,13479,1150366,0,82.0,952,746,18663,1119468,2
Tamil Nadu,Total,38,30664290,32302177,8489,61890573,3427,69820,21225423,22213838,2660,307695,44315913,0,70.0,46074,49530,468636,42503814,340
Punjab,SC,4,3365131,3092030,199,6386380,305,28876,2085733,1892300,82,16244,3987693,5,62.0,1218,0,23752,3862786,9
Jharkhand,SC,1,1176230,1069821,1,2245920,0,4967,677335,698015,1,18514,1413115,0,61.0,1317,0,24059,1369467,0
Dadra & Nagar Haveli and Daman & Diu,ST,1,146969,132912,0,288670,0,11,104848,99572,0,369,202082,0,72.0,37,0,5049,200420,0
Madhya Pradesh,GEN,19,19571254,18137346,867,36924254,90,49566,12845588,11334434,388,83283,24517121,0,65.0,16452,7446,373117,24416692,100
Tripura,ST,1,710848,682021,13,1386760,0,4749,565340,550747,4,13880,1140133,0,80.0,950,772,18460,1098279,2
Assam,ST,2,1218715,1218769,26,2382320,0,10875,941876,976491,6,19142,1919044,0,81.0,2668,14729,29809,1925110,6
Andaman & Nicobar Islands,Total,1,161916,151013,4,312962,0,594,105383,96242,2,613,202392,0,64.0,82,0,1824,200947,0
Haryana,SC,2,2103699,1819780,117,4009061,146,10639,1473273,1220411,27,7888,2675764,3,70.0,3099,0,10778,2666327,38
Chhattisgarh,ST,4,3283203,3434704,153,6878891,3,10208,2524792,2646038,72,16446,5197071,0,76.0,2798,2209,99440,5003335,47
Uttar Pradesh,SC,17,17216249,15508651,1211,32484261,64,56283,9669530,8683963,136,59875,18794323,0,56.0,9522,7913,154919,18492922,3
Odisha,Total,21,17365674,16444376,3497,33308731,200,50997,12573049,12564495,808,147738,25023565,0,74.0,24097,64803,322458,24906972,682
Manipur,Total,2,1021608,1040074,244,2022956,0,22109,764884,823453,115,17594,1616433,0,78.0,4817,7141,10843,1598697,12
Rajasthan,Total,25,27915344,25292480,620,53584619,284,142332,17315987,15409554,335,382545,32946639,0,63.0,43893,3590,282322,32406487,679
Karnataka,Total,28,27222574,27754009,4914,54432509,3190,47290,19109958,19496029,1093,177491,38077431,0,72.0,28000,13578,215461,38835183,163
Manipur,ST,1,521729,526583,34,1069349,0,12199,380586,409876,10,5965,807915,0,77.0,565,2377,7156,793991,0
Telangana,GEN,12,12253484,12374286,2053,24810610,3007,8882,8126120,7923435,603,151426,16129485,3,66.0,5942,9124,67442,16231130,52
Goa,GEN,2,580688,605627,12,1195761,83,296,425382,468073,9,11080,898949,0,78.0,887,0,11233,905799,22
Odisha,Total,21,16799922,16843461,3517,33193070,195,49619,12523966,12474981,784,153225,25698857,0,73.0,23325,63029,321036,25239940,693
Lakshadweep,Total,1,29944,28648,0,57590,0,168,24594,24434,0,627,48587,0,84.0,47,0,134,49189,1
Nagaland,GEN,1,657053,671941,0,1335803,0,7824,371222,384425,0,5996,760236,0,58.0,2354,3396,1623,774308,6
Chhattisgarh,GEN,6,5969184,5970857,540,11699235,12,7604,4339697,4136586,131,20722,8556718,0,71.0,2374,12188,32560,8585104,140
Gujarat,GEN,19,19295611,18047195,1287,36586412,772,23747,12122890,9996013,385,248746,21606443,2,59.0,25208,10066,321258,22081066,97
Haryana,GEN,8,8608933,7657003,342,15987199,599,100869,5595756,4731477,59,57973,10254423,33,63.0,11310,5528,33532,10443694,79
NCT OF Delhi,GEN,6,6865295,5768528,964,12741038,621,10949,3984411,3448502,285,22289,7532596,0,58.0,1791,649,36875,7305335,110
West Bengal,Total,42,38775445,37091534,1751,74953862,214,116101,30626636,29655567,569,291361,59459757,0,80.0,43876,26764,532155,61053128,260
Himachal Pradesh,Total,4,2958366,2760910,35,5760516,34,65602,1966771,2030548,27,81533,4053983,0,73.0,9579,1663,22722,3968494,33
Telangana,Total,17,16644848,16625686,2764,32885976,3484,15937,10976170,10889562,835,216240,22322623,3,66.0,8857,14583,104586,21725381,68
Telangana,Total,17,16350300,16947282,2799,33175955,3441,16111,10801678,10797663,844,216605,21882460,3,66.0,8807,14854,105957,22269280,68
Uttarakhand,GEN,4,3699762,3407227,292,6972214,43,65254,2095099,1984238,85,71601,4150136,0,59.0,14977,6305,35736,4098615,23
Andhra Pradesh,SC,4,3160736,3209014,386,6293055,1111,9679,2620641,2722396,152,77014,5511216,0,85.0,5251,14906,54700,5452452,76
Puducherry,GEN,1,486813,549112,153,1010500,368,329,384042,432394,106,3650,811475,20,78.0,257,3251,9794,790955,5
Himachal Pradesh,Total,4,2870700,2809099,34,5737903,35,66639,1961846,2057679,27,80415,4049888,0,71.0,9694,1673,22776,4033808,33
Lakshadweep,ST,1,29702,28026,0,59105,0,170,24707,24202,0,614,49219,0,86.0,47,0,131,48576,1
Tamil Nadu,Total,39,31181071,31158887,8317,63004714,3500,70342,21596823,21761534,2682,304862,43682795,0,71.0,45632,49098,472164,42545889,344
Maharashtra,Total,49,47726816,44122810,5618,91859613,5061,116045,30887289,26682016,1455,242408,56416048,17,62.0,30097,39348,410009,57061727,4154
Jharkhand,GEN,8,8226665,7673945,368,15962039,119,25272,5255809,5330666,142,106364,10635102,0,66.0,6554,15615,92738,10423387,7
Gujarat,GEN,19,18835255,17712139,1278,37079924,783,24263,11788507,9921771,382,248962,21680383,2,59.0,25431,10076,321846,22058623,97
Himachal Pradesh,Total,4,2867397,2849348,36,5684799,34,65085,1964282,2029200,27,80439,4049337,0,70.0,9387,1629,23209,3980242,33
Tripura,GEN,1,753670,731329,56,1445343,0,6043,598353,594395,35,20658,1233316,0,82.0,2931,0,14414,1197927,0
Nagaland,Total,1,674796,670572,0,1337640,0,7823,383109,384792,0,5932,752658,0,59.0,2394,3450,1635,761982,6
Tamil Nadu,SC,7,5498318,5617612,1401,11331836,322,7775,3962186,4109332,436,52767,8111044,0,73.0,8396,24298,93542,8035508,79
Bihar,Total,40,40414080,36108234,2192,77682322,89,171247,21265614,22086736,141,164428,44307656,0,57.0,22507,8891,895774,43277789,1
Tripura,Total,2,1463118,1427314,68,2874842,0,10604,1160257,1164437,38,33770,2351092,0,81.0,3903,774,32507,2290346,2
Odisha,GEN,13,10855809,10128694,2344,20884156,137,32564,7698313,7512858,527,87899,15450454,0,73.0,13669,35763,164767,14956128,132
Uttar Pradesh,SC,17,17512151,15042981,1236,32460097,63,56187,10010794,8587893,136,58107,18614910,0,58.0,9599,8060,153120,18652708,3
Telangana,GEN,12,12305909,12674150,1990,25031746,3048,8711,7842296,8018266,622,149646,15905462,3,66.0,5772,8984,66227,15943240,54
Punjab,GEN,9,8032324,7117734,574,15145487,1321,75955,5185331,4411908,202,47320,9510335,8,63.0,8301,2446,42770,9697020,31
Rajasthan,Total,25,28417102,25373076,619,54033004,286,138395,17576849,15830524,333,376752,33666842,0,61.0,43344,3649,283819,32708509,668
Madhya Pradesh,Total,29,29318012,27083726,1238,57718309,109,76541,19981861,17389461,564,123554,37653037,0,68.0,22648,9080,539408,37191432,162
West Bengal,Total,41,39437610,38017896,1775,76728356,215,115508,30800232,30012844,578,292323,61477039,0,81.0,44289,27204,520676,61122369,255
Maharashtra,Total,48,47537914,44996043,5707,91338181,5091,119769,31143813,26384186,1427,237586,56307289,17,62.0,30200,39024,423768,57130026,4126
Odisha,SC,3,2553468,2481821,400,5081891,24,8587,1832692,1834630,73,24495,3763008,0,74.0,2687,8992,17016,3736224,24
Telangana,Total,17,16705585,16412661,2733,33283984,3426,16271,11058014,11021068,836,218148,21890860,3,68.0,8878,14346,103818,21509728,69
Punjab,GEN,9,7847784,7239310,582,15018865,1298,76896,5149665,4392354,202,48671,9497968,8,64.0,8198,2457,42822,9711216,30
Tripura,ST,1,695924,708014,13,1417536,0,4671,573782,553169,4,13876,1156618,0,81.0,943,766,18250,1128356,2
Kerala,GEN,18,12154893,13038645,348,24930479,86420,48258,8733315,9410263,142,223772,18422557,2615,73.0,29195,18859,138607,17954025,569
Manipur,GEN,1,479239,514452,215,983558,0,9659,378943,420790,105,11389,813706,0,79.0,4385,4772,3783,783932,12
Gujarat,GEN,19,18907748,17750807,1278,36636724,792,24113,12011210,10022885,392,248526,22369707,2,61.0,25492,9913,315409,21838726,96
Andhra Pradesh,GEN,20,16548120,17276032,2966,33875125,6874,56738,13051542,13578673,1344,416787,26896534,198,83.0,33309,74372,292694,27174180,172
Dadra & Nagar Haveli and Daman & Diu,GEN,1,67296,65176,0,131993,63,12,44239,47967,0,167,91208,0,68.0,38,0,962,93202,3
Andhra Pradesh,Total,25,20698560,20923707,3406,40960087,7988,67808,16510354,16852850,1463,520012,34012432,196,82.0,39416,90408,405543,33407816,249
Maharashtra,SC,5,4980771,4699422,482,9677771,94,12243,3215443,2729359,142,20100,6036232,0,62.0,3605,3152,22140,5931544,223
Dadra & Nagar Haveli and Daman & Diu,GEN,1,68853,67742,0,136060,64,12,44615,47595,0,170,91808,0,70.0,38,0,996,92687,3
Goa,GEN,2,560882,600607,12,1181599,82,298,435336,474635,9,11071,919294,0,76.0,878,0,10964,905259,22
Andhra Pradesh,ST,1,746280,790727,110,1561718,23,2565,568923,591116,0,22741,1174302,0,75.0,1321,0,49478,1119907,2
Madhya Pradesh,Total,29,28901584,27058825,1243,56419689,105,76333,20065375,17892537,569,126283,37297457,0,67.0,22611,9132,536517,36913608,164
Andhra Pradesh,ST,1,758062,789447,111,1538829,23,2541,553962,572931,0,22704,1151250,0,75.0,1336,0,50306,1093320,2
Nagaland,GEN,1,653954,670703,0,1347592,0,7949,381450,380174,0,5948,768771,0,57.0,2398,3381,1651,767316,6
Uttar Pradesh,GEN,62,65075151,56786894,5502,120363026,809,247036,36024655,32127307,707,219031,70054143,0,57.0,28846,39934,479789,68396050,1098
Karnataka,GEN,21,20987326,20686717,3506,40695570,3135,40673,14577337,14854357,754,143154,29435504,0,71.0,23070,8292,166879,28896302,140
Odisha,ST,5,3778147,3878914,694,7660614,37,9190,2966268,2992939,202,37177,6049034,0,78.0,7102,18704,145086,5860300,519
Maharashtra,SC,5,5037833,4553329,479,9710007,96,12542,3154578,2742051,140,20505,5888552,0,62.0,3591,3166,22323,5924688,221
Karnataka,SC,5,4751763,4761334,928,9552793,26,4561,3314153,3325398,200,28221,6643783,0,70.0,3825,1130,32776,6560509,25
Arunachal Pradesh,Total,2,450747,458288,5,892737,0,5780,325796,365621,2,36753,740635,0,81.0,3995,1161,7335,720119,305
Ladakh,Total,1,99164,92783,0,193861,0,5828,65945,66205,0,3004,137836,0,70.0,138,0,895,137243,0
Nagaland,GEN,1,658555,663345,0,1305080,0,7820,384986,378562,0,6107,780055,0,57.0,2426,3333,1667,745064,6
Maharashtra,SC,5,4993001,4668857,477,9653119,96,12653,3187087,2684327,140,20209,5901417,0,61.0,3601,3229,22446,5922209,228
Uttarakhand,GEN,4,3649788,3432399,288,7182165,44,65161,2151816,2034208,86,69649,4136607,0,59.0,15040,6214,36812,4204174,23
Nagaland,Total,1,659069,654965,0,1351320,0,7847,378517,388483,0,6132,780016,0,59.0,2399,3407,1661,773671,6
Punjab,SC,4,3350631,2989298,203,6432159,307,28705,2057623,1861650,82,16375,3883436,5,60.0,1246,0,23626,3979507,9
Tamil Nadu,SC,7,5484221,5782072,1389,11268988,324,7771,3995080,4149319,429,52039,8131134,0,72.0,8438,23913,91668,7924180,80
Odisha,ST,5,3751264,3962622,680,7660306,38,9311,2886726,3007003,205,37287,6019049,0,79.0,7012,18095,142069,5920977,524
Manipur,ST,1,508291,530706,35,1040269,0,12450,382077,405835,10,5950,815023,0,75.0,574,2414,7227,784147,0
Odisha,SC,3,2539653,2421839,389,4974133,24,8481,1885561,1845354,71,24762,3718195,0,74.0,2632,8983,16964,3777878,24
Chhattisgarh,Total,11,10199271,10526111,745,20810697,15,20019,7517245,7536328,218,43919,15030437,0,72.0,6110,16484,134033,14667345,213
Ladakh,Total,1,96439,93302,0,188342,0,5843,64243,67719,0,3101,135150,0,72.0,141,0,925,133358,0
NCT OF Delhi,Total,7,8122629,6989683,1233,15138300,639,12827,4912572,4032514,347,26644,8832248,0,60.0,2105,3448,44425,8737491,125
Lakshadweep,ST,1,29470,28422,0,57128,0,169,24617,24277,0,623,48293,0,84.0,46,0,134,48125,1
Meghalaya,Total,2,1122717,1149227,3,2257979,5,3834,812818,885780,3,9426,1682623,0,77.0,1224,1829,17073,1676985,18
Grand Total,Grand Total,550,509887850,475701562,48750,984927569,118041,1951263,329002186,318653476,13068,4241834,657928983,2994,65.0,532634,522630,6452316,634501047,9598
Haryana,Total,10,10621516,9565577,474,20307914,744,112586,7089347,5990971,85,66849,12950046,37,64.0,14452,5427,43089,13088887,117
Chhattisgarh,ST,4,3394829,3461348,151,6771482,3,10492,2574468,2619575,73,16266,5222319,0,77.0,2758,2184,100100,5097227,46
Nagaland,Total,1,656283,667860,0,1345770,0,7889,372661,376688,0,6048,759254,0,58.0,2374,3399,1616,771292,6
Andhra Pradesh,Total,25,20683815,20806280,3409,40943577,8053,67494,16343533,17021157,1469,504109,34229514,193,82.0,40305,89640,400915,32776877,246
Rajasthan,Total,25,27331280,25576900,639,52492289,284,139775,17286141,15591968,330,374414,33828007,0,61.0,42740,3612,275817,32580616,691
Ladakh,Total,1,97601,93385,0,188598,0,5689,65263,68051,0,3076,134588,0,71.0,137,0,905,133293,0
Chhattisgarh,SC,1,1022528,1042845,27,2024907,0,2190,692910,704626,16,5834,1404753,0,67.0,840,1872,5222,1408066,23
Uttarakhand,Total,5,4350229,3972990,298,8413507,48,92695,2384353,2396272,85,93386,4944147,0,58.0,20908,6628,53241,4862156,24
Haryana,SC,2,2103108,1854248,117,3983004,141,10297,1454460,1256959,27,7867,2684465,3,68.0,3073,0,10773,2688912,38
Punjab,Total,13,11319553,10049881,760,21253914,1625,105823,7117995,6425802,281,65143,13579305,13,62.0,9674,2393,68403,13208093,40
Himachal Pradesh,GEN,3,2188791,2166630,23,4402527,23,57310,1449086,1572376,19,68008,3099301,0,70.0,8551,1149,17030,3079352,25
Uttarakhand,Total,5,4349439,4098193,301,8276645,48,91408,2430912,2398036,86,94247,4906898,0,58.0,21069,6609,54028,4768632,24
Assam,GEN,11,10271833,10336256,350,20910574,19,49927,8510264,8518523,64,99511,17161077,0,84.0,15730,23838,200916,16746631,115
Bihar,SC,6,6065467,5457874,274,11391445,29,21851,3195795,3191870,24,28471,6276108,0,56.0,4778,461,175760,6065217,0
Telangana,GEN,12,12588221,12554255,2024,25305077,3048,8675,7983865,7878287,606,150239,15962962,3,64.0,5904,9121,66871,16052485,52
Tamil Nadu,GEN,32,25315671,26268014,7060,50947374,3169,62491,17077558,17778256,2321,256680,35445097,0,71.0,38131,24800,376765,35126310,256
Chhattisgarh,Total,11,10441736,10381298,729,21027977,15,20413,7450977,7486531,221,44057,15235689,0,72.0,6116,16259,133958,15047650,209
Nagaland,Total,1,675614,661831,0,1333439,0,7885,384593,377269,0,5947,764808,0,58.0,2371,3345,1654,760509,6
Tamil Nadu,GEN,32,25572229,26367481,7138,51957261,3106,64125,17062037,17825857,2241,258016,35598321,0,69.0,37502,24571,374216,35016282,263
Lakshadweep,Total,1,29268,28896,0,58365,0,168,24615,24185,0,618,48925,0,84.0,47,0,133,48390,1
Meghalaya,Total,2,1090763,1132785,3,2193265,5,3937,826081,896851,3,9148,1741185,0,77.0,1232,1839,16909,1677201,18
Madhya Pradesh,SC,4,3972209,3513379,167,7437661,13,18565,2690448,2199577,80,17542,5040775,0,65.0,2591,1187,38609,4866512,21
Uttarakhand,Total,5,4457251,4069548,298,8404014,49,93217,2374107,2398982,86,93180,4910736,0,58.0,21257,6580,52531,4819072,24
Andhra Pradesh,SC,4,3185334,3296704,382,6543440,1127,9507,2691284,2698047,149,77152,5375905,0,86.0,5269,14990,54816,5313530,76
Himachal Pradesh,GEN,3,2180440,2149644,23,4377340,23,57973,1473227,1543927,19,67531,3171859,0,70.0,8495,1147,17033,3091239,25
Haryana,SC,2,2111337,1887050,119,3950520,142,10266,1441623,1222959,27,7842,2747487,3,68.0,3116,0,10561,2724153,38
Telangana,GEN,12,12361348,12692957,2033,24532038,3048,8598,7949587,8073783,625,151473,16099486,3,65.0,5913,9053,66977,15827152,53
Sikkim,GEN,1,230592,233495,3,470543,0,2551,188930,182368,2,18505,393831,0,84.0,2647,1006,2511,388025,16
Andaman & Nicobar Islands,GEN,1,163586,150120,4,311104,0,591,105222,96382,2,602,201482,0,63.0,84,0,1785,199962,0
Karnataka,GEN,21,20886272,20770417,3544,41098985,3069,41038,14778864,14414535,776,141474,29668678,0,70.0,23620,8267,165633,28833712,141
Goa,GEN,2,578535,595966,12,1182168,84,295,430895,458840,9,11141,907866,0,76.0,889,0,11079,886336,22
Kerala,Total,20,13474027,14431127,365,27645958,89301,58071,9426831,10239900,151,255512,19967413,2719,73.0,34190,18604,156409,20052841,572
Kerala,GEN,18,12126945,12755712,347,25266690,88199,47614,8470697,9259739,139,221775,17782039,2701,72.0,29091,18810,138065,18037864,568
Lakshadweep,Total,1,29851,28463,0,58593,0,168,24369,24224,0,622,49676,0,86.0,47,0,135,49805,1
Jharkhand,Total,14,13270781,12518272,417,26174967,130,45089,8460116,8599616,159,184973,17368099,0,66.0,11812,25284,194789,17239575,10
Gujarat,SC,2,1895814,1754255,99,3699079,59,1159,1126320,931821,37,14793,2093919,0,56.0,1608,362,32797,2055129,8
Meghalaya,ST,2,1093472,1122748,3,2248567,5,3908,824805,882855,3,9478,1683039,0,78.0,1236,1819,16750,1690083,18
Puducherry,Total,1,490268,539697,148,1040878,367,328,383820,437404,107,3700,801357,20,80.0,259,3200,9927,787079,5
Goa,Total,2,562895,607175,12,1179009,85,304,431402,469217,9,11175,913421,0,76.0,905,0,11249,899023,22
Haryana,GEN,8,8570016,7707119,354,16479506,592,102253,5626114,4680427,59,57525,10382132,34,65.0,11686,5333,33274,10407086,79
Jammu and Kashmir,GEN,5,4509088,4221696,166,8835994,0,75741,2697857,2400315,51,51011,5102112,0,59.0,8222,3588,34841,5083830,13
